"first_name","second_name","goals_scored","assist","total_points","minutes","goals_conceded","creativity","influence","threat","bonus","bps","ict_index","clean_sheets","red_card","yellow_card","selected_by_percent","value","position"
"Carl","Stewart","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","45","MID"
"Harry","Lewis","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","40","GK"
"Michael","Ledger","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","40","DEF"
"Gabriel Fernando","de Jesus","7","4","67","651","5","165.9","335.8","436.0","12","258","92.9","3","0","2","14.7","91","FWD"
"Joey","Barton","1","2","37","1105","16","147.4","184.8","86.0","0","205","41.9","4","0","4","0.1","41","MID"
"Ademola","Lookman","1","0","16","289","2","15.5","55.8","193.0","0","33","26.1","1","0","0","0.0","50","MID"
"Wilfred","Ndidi","2","3","59","1521","28","93.8","313.6","357.0","2","288","76.4","4","0","0","0.7","46","MID"
"Rudy","Gestede","1","0","21","533","12","148.4","79.4","254.0","0","80","48.1","1","0","3","0.1","45","FWD"
"Evandro","Goebel","0","0","18","576","10","171.0","42.4","20.0","0","88","23.2","3","0","1","0.0","49","MID"
"Joel","Taylor","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","40","DEF"
"Luciano","Narsingh","0","3","25","416","8","105.7","74.4","60.0","0","75","23.9","1","0","0","0.0","51","MID"
"Martin","Olsson","2","0","52","1252","18","149.5","262.0","114.0","3","234","52.6","4","0","2","0.8","41","DEF"
"Omar","Elabdellaoui","0","0","13","615","16","70.4","84.6","8.0","0","111","16.4","1","0","0","0.0","44","DEF"
"Joleon","Lescott","0","0","1","124","5","0.3","39.0","0.0","0","14","3.9","0","0","0","0.3","39","DEF"
"Mauro","Zárate","0","1","8","204","3","52.8","18.8","71.0","0","27","14.3","0","0","0","0.0","52","FWD"
"M'Baye","Niang","2","2","49","1246","27","186.3","190.0","364.0","6","183","73.4","3","0","2","0.4","58","FWD"
"Andrea","Ranocchia","2","2","55","1330","31","39.0","444.4","158.0","9","299","64.2","3","0","2","1.3","45","DEF"
"Giedrius","Arlauskis","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","40","GK"
"Robbie","Brady","1","3","39","719","11","253.0","151.2","116.0","4","143","51.6","1","0","1","0.2","55","MID"
"Ashley","Westwood","0","0","13","551","9","64.3","50.8","2.0","0","68","11.8","1","0","3","0.0","45","MID"
"Jordan","Ayew","1","4","39","867","7","122.5","141.0","219.0","2","122","47.9","5","0","1","0.6","50","FWD"
"Manolo","Gabbiadini","4","1","38","724","12","85.0","165.6","432.0","4","124","67.8","3","0","1","6.5","64","FWD"
"Alfred","N'Diaye","1","0","34","1273","30","98.3","158.8","137.0","2","177","39.1","4","0","7","0.8","41","MID"
"Molla","Wagué","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","44","DEF"
"Luka","Milivojevic","2","0","42","1224","16","96.5","192.4","130.0","3","169","41.8","5","0","4","0.1","50","MID"
"Kamil","Grosicki","0","5","43","1143","27","360.9","133.6","309.0","0","132","80.3","3","0","1","0.2","55","MID"
"Thomas","Edwards","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","40","DEF"
"Baily","Cargill","0","0","1","13","0","0.0","4.2","0.0","0","5","0.4","0","0","0","0.0","40","DEF"
"Mouez","Hassen","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","40","GK"
"Daniel","Agyei","0","0","3","25","0","0.3","1.0","11.0","0","6","0.8","0","0","0","0.0","45","FWD"
"Martín","Cáceres","0","0","2","90","1","1.1","19.6","6.0","0","16","2.7","0","0","0","0.0","50","DEF"
"Harry","Wilson","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","45","MID"
"Connor","Roberts","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","40","DEF"
"Matthew","Willock","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","45","MID"
"Axel","Tuanzebe","0","0","14","303","4","27.7","32.6","18.0","0","69","7.8","2","0","0","0.3","40","DEF"
"Damian Emiliano","Martinez","0","0","8","180","3","0.0","30.6","0.0","0","35","3.1","1","0","0","0.6","39","GK"
"Joe","Williams","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","45","MID"
"Dion","Pereira","0","0","2","25","1","14.6","4.2","4.0","0","6","2.3","0","0","0","0.0","45","MID"
"Matt","Macey","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","40","GK"
"James","Husband","0","0","0","58","3","1.5","1.2","0.0","0","3","0.3","0","0","0","0.0","40","DEF"
"Joel Dinis","Castro Pereira","0","0","6","90","0","0.0","7.4","0.0","0","23","0.7","1","0","0","0.1","40","GK"
"Eduardo","Dos Reis Carvalho","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","45","GK"
"Moses","Makasi","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","45","MID"
"Nathan","Holland","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","45","MID"
"Rhian","Brewster","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","45","FWD"
"Scott","McTominay","0","0","3","97","0","19.1","22.2","17.0","0","16","5.8","1","0","1","0.0","45","MID"
"Angus","Gunn","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","40","GK"
"Demetri","Mitchell","0","0","8","90","0","31.6","24.8","0.0","2","35","5.6","1","0","0","0.0","40","DEF"
"Elliott","Moore","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","40","DEF"
"Filip","Lesniak","0","1","4","5","0","11.2","18.6","0.0","0","14","3.0","0","0","0","0.0","45","MID"
"Samuel","Shashoua","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","45","MID"
"Zachary","Dearnley","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","45","MID"
"Joshua","Harrop","1","0","8","90","0","20.2","36.2","21.0","0","32","7.7","1","0","0","0.0","45","MID"
"Daniel","Kemp","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","45","MID"
"Daniel","Batty","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","45","MID"
"Aaron","Ramsdale","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","40","GK"
"Matthew","Worthington","0","0","1","17","0","0.7","1.0","0.0","0","3","0.2","0","0","0","0.0","45","MID"
"Sam","Surridge","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","45","FWD"
"Angel","Gomes","0","0","1","3","0","3.8","0.8","0.0","0","2","0.5","0","0","0","0.0","45","MID"
"Kieran","O'Hara","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","40","GK"
"Gerhard","Tremmel","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","40","GK"
"Rene","Gilmartin","0","0","0","0","0","0.0","0.0","0.0","0","0","0.0","0","0","0","0.0","40","GK"
